track_name,artist_names,track_duration,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Let Em' Know,Bryson Tiller,261880,R&B,0.489,0.406,9,-11.44,1,0.232,0.0336,0.0,0.344,0.178,110.551
Best I Ever Had,Drake,257690,Rap,0.395,0.922,1,-2.176,1,0.375,0.19,0.0,0.134,0.558,162.361
Best I Ever Had,Drake,258800,Rap,0.441,0.904,1,-2.636,1,0.359,0.102,0.0,0.196,0.529,161.74
Foot Fungus,Ski Mask The Slump God,129546,Rap,0.881,0.623,1,-9.662,1,0.119,0.257,1.5E-06,0.0964,0.744,88.953
Everything She Wants,Wham!,302693,New Romantic,0.899,0.459,6,-15.557,0,0.0366,0.322,0.00406,0.165,0.962,115.09
Tell Me,FIFTY FIFTY,217946,K-Pop,0.706,0.843,1,-4.277,0,0.0582,0.27,0.0,0.132,0.815,111.945
WAKE UP!,MoonDeity,142940,Gym Phonk,0.676,0.617,0,-4.626,1,0.0414,0.000816,0.636,0.227,0.718,124.978
Anaconda,Nicki Minaj,260239,Rap,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78E-06,0.214,0.646,129.996
sdp interlude,Travis Scott,191622,Rap,0.507,0.586,0,-8.15,0,0.0586,0.599,0.0544,0.118,0.588,108.164
"Koinu no Carnival -From ""Minute Waltz""-",EHAMIC,190460,Vocaloid,0.455,0.8,1,-8.156,1,0.0539,0.22,0.44,0.0679,0.816,142.139
I Don’t Wanna Know,LEE CHAE YEON,180800,K-Pop,0.665,0.972,2,-1.946,1,0.0405,0.00894,0.00058,0.0501,0.474,123.95
Princess Diana (with Nicki Minaj),"Ice Spice, Nicki Minaj",172125,Rap,0.898,0.689,9,-5.092,1,0.171,0.165,0.0,0.0957,0.772,147.964
KNOCK,LEE CHAE YEON,173080,K-Pop,0.81,0.734,9,-1.784,1,0.035,0.000545,6.25E-06,0.055,0.935,138.945
Metro Spider (with Young Thug),"Metro Boomin, Young Thug",174560,Rap,0.727,0.723,1,-4.94,1,0.13,0.047,0.0,0.366,0.286,143.119
No Hands (feat. Roscoe Dash & Wale),"Waka Flocka Flame, Roscoe Dash, Wale",263773,Rap,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497
Normal Girl,SZA,253586,Rap,0.624,0.532,0,-7.146,1,0.124,0.269,5.17E-05,0.158,0.362,76.453
Hands up!,"6arelyhuman, kets4eki, Pixel Hood",135160,Krushclub,0.537,0.875,1,-2.768,0,0.12,0.000196,0.0,0.249,0.754,153.368
NARCISSISTIC PERSONALITY DISORDER,Odetari,110510,Krushclub,0.504,0.91,11,-3.736,1,0.332,0.0235,4.16E-06,0.175,0.337,151.657
HEAVEN TO ME,"Tyler, The Creator",230554,Rap,0.407,0.932,6,-5.253,1,0.406,0.273,0.0,0.676,0.396,174.849
RUNITUP (feat. Teezo Touchdown),"Tyler, The Creator, Teezo Touchdown",229564,Rap,0.665,0.469,10,-7.778,0,0.13,0.565,0.000317,0.219,0.142,115.852
MOMMA TALK,"Tyler, The Creator",70926,Rap,0.488,0.59,0,-6.319,1,0.247,0.696,0.0,0.661,0.498,96.446
SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"Tyler, The Creator, Brent Faiyaz, Fana Hues",588139,Rap,0.468,0.652,0,-4.912,1,0.0722,0.333,0.000318,0.55,0.39,140.223
SIR BAUDELAIRE (feat. DJ Drama),"Tyler, The Creator, DJ Drama",88624,Rap,0.467,0.635,7,-6.115,1,0.154,0.314,4.16E-06,0.844,0.51,127.596
Luxxid Diamondz,VaporGod,180734,Sped Up,0.329,0.67,11,-12.971,0,0.0468,1.09E-05,0.728,0.166,0.136,138.952
Hold On Tight,aespa,149718,K-Pop,0.586,0.816,7,-6.331,1,0.283,0.0911,2.81E-06,0.235,0.265,119.8
The Way You Make Me Feel - 2012 Remaster,Michael Jackson,298120,R&B,0.877,0.854,1,-4.523,1,0.147,0.0544,5.5E-05,0.144,0.54,114.472
Beat It,Michael Jackson,258040,R&B,0.776,0.867,3,-3.704,0,0.0479,0.0495,7.92E-06,0.197,0.918,138.827
Smooth Criminal - 2012 Remaster,Michael Jackson,257760,R&B,0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193
Red Ruby Da Sleeze,Nicki Minaj,214445,Rap,0.655,0.738,1,-6.235,1,0.254,0.108,0.0,0.11,0.314,99.4
Billie Jean,Michael Jackson,293826,R&B,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046
Remember the Time,Michael Jackson,239226,R&B,0.831,0.921,5,-2.383,0,0.0582,0.153,0.00224,0.305,0.795,108.002
Baby Be Mine,Michael Jackson,260186,R&B,0.829,0.663,11,-4.61,0,0.0795,0.167,1.69E-05,0.109,0.668,109.647
Just A Waste,"samet aka spud, nezexous, Hüseyin Ali",127500,New School Turkce Rap,0.737,0.628,6,-10.469,0,0.0615,0.272,0.0091,0.0569,0.706,108.018
I Know - PR1SVX Edit Sped Up,"Kanii, PR1ISVX",124015,Krushclub,0.626,0.755,5,-8.125,0,0.0658,0.0743,0.475,0.226,0.441,144.39
I Know - PR1SVX Edit,"Kanii, PR1ISVX",133829,Krushclub,0.674,0.759,11,-8.234,0,0.0695,0.0784,0.472,0.296,0.109,134.038
The Color Violet,Tory Lanez,226466,Rap,0.645,0.534,6,-10.8,0,0.0479,0.157,0.0,0.0863,0.463,105.02
RIP Luv,"21 Savage, Metro Boomin",214192,Rap,0.63,0.399,5,-9.869,0,0.178,0.105,0.174,0.234,0.0657,183.016
Glock In My Lap,"21 Savage, Metro Boomin",193591,Rap,0.847,0.733,10,-6.439,0,0.16,0.00574,1.04E-05,0.151,0.202,130.029
Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",199920,Rap,0.573,0.668,7,-4.356,0,0.0467,0.189,4.01E-05,0.109,0.145,87.973
Turn Up the Music,Chris Brown,227973,Rap,0.594,0.841,1,-5.792,1,0.102,0.000238,2.22E-06,0.156,0.643,129.925
MotorSport,"Migos, Nicki Minaj, Cardi B",303076,Rap,0.902,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.993
Thong Song,Sisqo,253733,Rap,0.707,0.888,2,-6.959,1,0.0654,0.12,9.64E-05,0.07,0.714,121.543
I Know,Kanii,152593,Sped Up,0.65,0.474,11,-10.902,0,0.14,0.486,0.000235,0.0729,0.279,134.073
Moment 4 Life,"Nicki Minaj, Drake",279306,Rap,0.475,0.882,11,-3.883,1,0.351,0.406,0.0,0.241,0.369,98.001
Pound The Alarm,Nicki Minaj,205640,Rap,0.728,0.858,9,-3.686,1,0.0609,0.0403,4.09E-06,0.0241,0.591,125.055
Risky,Aáyanna,137575,Alternative R&B,0.775,0.526,0,-5.716,1,0.206,0.389,2.57E-05,0.125,0.906,140.034
CRYSTALS,PR1SVX,68803,Krushclub,0.507,0.607,6,-14.309,0,0.037,0.0218,0.9,0.147,0.636,156.969
SMOKE IT OFF!,"Lumi Athena, jnhygs",117528,Krushclub,0.429,0.822,8,-7.071,1,0.0455,0.00318,7.58E-06,0.559,0.29,148.3
Dead n Gone,Luci4,66803,Sigilkore,0.619,0.455,8,-4.93,0,0.0481,0.000357,0.0707,0.11,0.441,144.118
Flare - Slowed,Hensonn,161783,Ukrainian Phonk,0.808,0.812,1,-3.157,1,0.0349,0.176,0.904,0.352,0.292,126.391
Under the Tree,SiM,121692,Japanese Metalcore,0.272,0.888,11,-1.757,0,0.068,0.00413,0.0,0.232,0.637,159.893
Roll It Gal,Alison Hinds,238493,Soca,0.519,0.859,5,-5.046,0,0.287,0.0113,3.46E-06,0.105,0.815,103.364
"Ain't No Way Around It Remix feat. Future, Big Boi & Young Jeezy","DJ Drama, Big Boi, Jeezy, Future",278473,Rap,0.508,0.528,1,-9.456,0,0.0741,0.00553,0.0,0.291,0.0969,130.924
XTAYALIVE (Sped Up),"jnhygs, 9lives",109393,Krushclub,0.547,0.863,8,-4.715,0,0.0841,1.63E-05,0.000186,0.354,0.502,118.719
XTAYALIVE,"jnhygs, 9lives",126897,Krushclub,0.247,0.869,6,-4.781,0,0.0958,0.000184,1.41E-06,0.404,0.25,202.792
ONLY,LeeHi,240906,K-Pop,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907
seasons,wave to earth,256000,Korean City Pop,0.333,0.275,7,-10.638,1,0.0272,0.78,0.0587,0.218,0.16,59.157
Jayu 자유,SE SO NEON,235499,Korean Indie Rock,0.438,0.404,5,-7.199,0,0.0259,0.097,1.82E-05,0.15,0.314,77.934
Go Back 집에,SE SO NEON,227500,Korean Indie Rock,0.575,0.819,1,-3.451,1,0.0502,0.0429,0.00218,0.346,0.642,80.958
R.I.P. 2 My Youth,The Neighbourhood,205280,Korean Indie Rock,0.353,0.686,7,-5.704,0,0.0534,0.00216,0.0,0.123,0.177,94.47
Moonlight,Kali Uchis,187557,Colombian Pop,0.64,0.719,7,-6.452,0,0.0516,0.477,0.0,0.16,0.889,136.79
I Wish you Roses,Kali Uchis,225947,Colombian Pop,0.478,0.629,10,-8.402,0,0.0491,0.176,0.000423,0.0965,0.315,141.945
Pretty Old Man,No Buses,159623,J-Indie,0.576,0.774,0,-3.87,0,0.054,0.0586,2.66E-05,0.0428,0.904,123.959
Fever,Inner Wave,174363,Indie Garage Rock,0.544,0.78,5,-5.668,0,0.0269,0.0312,0.765,0.0801,0.679,99.972
Winter 눈,SE SO NEON,232000,Korean Indie Rock,0.472,0.488,6,-5.174,0,0.0287,0.644,0.0556,0.335,0.272,146.752
Say It Right,Nelly Furtado,223080,Dance Pop,0.871,0.871,1,-6.328,1,0.139,0.0469,0.00114,0.0543,0.811,116.946
Long Way 2 Go,Cassie,220639,Dance Pop,0.589,0.655,8,-8.138,1,0.0488,0.057,0.000353,0.372,0.675,105.272
"Palace/Curse (feat. Tyler, The Creator & Steve Lacy)","The Internet, Tyler, The Creator, Steve Lacy",440013,Rap,0.447,0.625,10,-8.212,0,0.323,0.0351,0.000727,0.243,0.261,67.104
Cariño,The Marías,258713,Bedroom Pop,0.647,0.385,0,-13.717,0,0.0295,0.402,0.0569,0.117,0.66,113.982
Cry Me a River,Justin Timberlake,288333,Dance Pop,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898
SOS,Rihanna,238920,Pop,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07E-05,0.413,0.527,137.046
Man Down,Rihanna,266986,Pop,0.479,0.906,0,-4.03,0,0.188,0.0406,0.0,0.051,0.536,155.887
Run This Town,"JAY-Z, Rihanna, Kanye West",267520,Rap,0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,86.844
James Joint,Rihanna,72080,Pop,0.385,0.203,4,-11.649,1,0.0298,0.66,0.000147,0.27,0.405,134.253
Her Way - Sped Up,PARTYNEXTDOOR,182164,Rap,0.459,0.521,1,-9.426,0,0.0342,0.0541,0.00396,0.104,0.122,132.163
Trance (with Travis Scott & Young Thug),"Metro Boomin, Travis Scott, Young Thug",194786,Rap,0.765,0.552,1,-7.524,0,0.309,0.175,0.0,0.193,0.492,119.476
Good Form (feat. Lil Wayne) - Remix,"Nicki Minaj, Lil Wayne",237493,Rap,0.898,0.733,7,-4.75,1,0.177,0.0533,0.00011,0.102,0.295,96.511
Good Form,Nicki Minaj,199400,Rap,0.88,0.775,7,-5.133,1,0.0953,0.113,0.00264,0.0943,0.284,96.503
PANDORA,MAVE:,196826,K-Pop,0.644,0.945,9,-2.436,1,0.123,0.0204,0.000133,0.328,0.759,149.986
It's A Wrap,Mariah Carey,238866,Dance Pop,0.626,0.356,2,-7.166,0,0.0634,0.354,0.0,0.0552,0.401,179.894
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",131013,Bedroom Pop,0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962
PLASTIC OFF THE SOFA,Beyoncé,254319,Pop,0.618,0.712,1,-8.246,1,0.114,0.14,4.53E-06,0.575,0.305,97.057
I'M THAT GIRL,Beyoncé,208014,Pop,0.554,0.535,5,-8.959,0,0.186,0.0616,1.32E-05,0.124,0.136,105.865
SUMMER RENAISSANCE,Beyoncé,273997,Pop,0.674,0.625,1,-9.593,1,0.0514,0.0843,0.0015,0.11,0.208,120.004
AMERICA HAS A PROBLEM,Beyoncé,198897,Pop,0.789,0.614,1,-6.491,1,0.0579,0.00348,0.00152,0.283,0.108,126.035
Golden pt. 2 (feat. Mereba),"Berhana, Mereba",137647,Indie R&B,0.64,0.459,11,-8.012,0,0.116,0.254,0.000251,0.153,0.493,84.95
Too Much Too Late,Sabrina Claudio,214668,R&B,0.62,0.447,10,-8.609,1,0.104,0.216,6.19E-05,0.144,0.324,92.072
All for You,JGrrey,201466,Alternative R&B,0.638,0.742,5,-6.696,0,0.0423,0.519,3.46E-06,0.332,0.694,101.02
West Coast Love,Emotional Oranges,215386,Indie R&B,0.696,0.65,4,-5.712,0,0.0326,0.00666,0.153,0.14,0.587,91.997
SHOOTING STAR,XG,203556,K-Pop,0.625,0.712,2,-5.996,1,0.0539,0.0229,0.0,0.252,0.398,163.015
One Night with The Valet,Tennis,113400,Indie Surf,0.631,0.449,10,-8.185,1,0.0369,0.156,0.0028,0.0683,0.621,150.044
Odio (feat. Drake),"Romeo Santos, Drake",225000,Rap,0.802,0.725,0,-5.965,0,0.0676,0.574,0.0,0.0821,0.598,128.04
Stamp On It,GOT the beat,232813,K-Pop,0.632,0.849,5,-1.462,0,0.0408,0.0309,0.000142,0.182,0.393,142.959
Let's Make a Mistake Tonight,Tennis,254133,Indie Surf,0.531,0.807,1,-6.546,0,0.0339,0.146,0.258,0.0555,0.503,109.074
NEW MAGIC WAND,"Tyler, The Creator",195320,Rap,0.621,0.73,5,-5.414,0,0.107,0.0967,0.000131,0.673,0.464,139.566
Alright,Kendrick Lamar,219333,Rap,0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034
Rude Boy,Rihanna,222920,Pop,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.909
In Ha Mood,Ice Spice,129360,Bronx Drill,0.768,0.717,5,-6.262,0,0.459,0.695,1.17E-06,0.211,0.559,141.122
Snooze,SZA,201800,Pop,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008
LOVE. FEAT. ZACARI.,"Kendrick Lamar, Zacari",213400,Rap,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058
Bad Dream,Cannons,202502,Chillwave,0.662,0.845,5,-6.173,0,0.0352,0.0211,0.108,0.342,0.679,114.957
No Love (with SZA),"Summer Walker, SZA",231497,Rap,0.707,0.618,1,-5.825,0,0.19,0.17,0.0,0.293,0.517,133.876
OMG,NewJeans,212253,K-Pop,0.804,0.771,9,-4.067,0,0.0433,0.357,3.07E-06,0.108,0.739,126.956
Karma,Summer Walker,188906,Rap,0.593,0.294,1,-10.072,0,0.0499,0.345,2.03E-05,0.287,0.152,113.847
Keep On,Kehlani,209121,Rap,0.74,0.453,5,-7.58,0,0.151,0.264,7.13E-05,0.129,0.514,98.057
Love Language,Kehlani,213364,Rap,0.582,0.586,1,-4.369,0,0.0838,0.124,0.0,0.0866,0.698,89.599
Gangsta,Kehlani,177773,Rap,0.465,0.446,10,-8.336,0,0.0433,0.102,0.0,0.321,0.131,121.801
Nights Like This (feat. Ty Dolla $ign),"Kehlani, Ty Dolla $ign",201787,Rap,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163
vampire hearts,Norhye,186724,Sigilkore,0.414,0.747,7,-6.949,1,0.137,0.0282,0.0,0.126,0.0865,134.758
khaos emerald,9lives,151879,Krushclub,0.706,0.806,10,-7.394,1,0.0348,1.21E-05,0.887,0.468,0.0873,127.985
khaos emerald 2,9lives,131913,Krushclub,0.325,0.911,5,-7.209,0,0.0427,0.000169,0.908,0.411,0.165,87.624
Obsessed,Mariah Carey,242200,Dance Pop,0.742,0.467,10,-5.557,0,0.0624,0.0458,0.0,0.826,0.366,86.442
Pretty Cvnt,SWRSLT,220734,Chill Breakcore,0.415,0.838,7,-3.426,1,0.0623,0.0013,0.00859,0.0826,0.0988,86.978
Hurly Burly,Perfume,312640,J-Pop,0.678,0.941,9,-1.577,0,0.0456,0.0316,0.00467,0.0681,0.954,131.975
Tell Me - Rap Version,Wonder Girls,217120,K-Pop,0.793,0.946,11,-4.923,0,0.033,0.109,0.000181,0.296,0.969,126.991
Les,Childish Gambino,317293,Rap,0.541,0.674,1,-7.04,0,0.0841,0.00649,9.76E-05,0.235,0.123,103.139
Ditto,NewJeans,185506,K-Pop,0.814,0.641,6,-5.957,0,0.111,0.027,0.0,0.0993,0.183,133.854
灯火,Vaundy,178892,J-Pop,0.627,0.67,4,-6.619,1,0.0368,0.0418,0.00213,0.0818,0.537,110.004
Consideration,"Rihanna, SZA",161066,Rap,0.885,0.584,7,-2.102,0,0.046,0.0392,4.39E-06,0.0869,0.785,145.002
Water,Kehlani,122813,Rap,0.771,0.513,8,-7.156,0,0.0778,0.434,1.21E-05,0.0985,0.51,142.049
Blame It,"Jamie Foxx, T-Pain",289746,Dance Pop,0.673,0.614,7,-5.426,1,0.103,0.0782,0.0,0.139,0.362,176.052
ME!ME!ME! feat. daoko_pt.1,"日本アニメ(ーター)見本市, TeddyLoid, Daoko",96000,Japanese Electropop,0.602,0.979,0,-1.461,1,0.0806,0.000482,0.0169,0.0641,0.465,125.063
Change (In the House of Flies),Deftones,299533,Nu Metal,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581
Kill Bill,SZA,153946,Rap,0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993
Hey Baby (Drop It to the Floor) (feat. T-Pain),"Pitbull, T-Pain",234453,Dance Pop,0.595,0.912,10,-3.428,0,0.0884,0.0434,0.0,0.259,0.762,128.024
Team Lilman Anthem,DJ LILMAN,178207,Jersey Club,0.859,0.92,11,-4.372,1,0.343,0.0171,0.0,0.0614,0.66,141.079
She's Homeless,CreepP,252499,Otacore,0.626,0.815,10,-7.636,1,0.0942,0.0888,0.0,0.126,0.373,134.876
Tonight You Are Mine,The Technicolors,230000,Phoenix Indie,0.634,0.6,11,-6.662,1,0.0265,0.00203,0.00569,0.0796,0.64,90.017
It Was A Good Day,Ice Cube,260000,Rap,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356
Good Days,SZA,278480,Pop,0.489,0.659,1,-8.884,0,0.057,0.421,3.21E-05,0.787,0.395,121.179
I Hate U,SZA,173906,Pop,0.459,0.385,7,-8.651,0,0.123,0.514,1.06E-06,0.126,0.458,77.642
Snooze,SZA,201800,Pop,0.538,0.541,0,-7.169,1,0.102,0.129,0.0,0.115,0.386,142.887
Used (feat. Don Toliver),"SZA, Don Toliver",146946,Pop,0.733,0.685,10,-6.228,0,0.0533,0.363,0.000238,0.333,0.837,150.073
Blind,SZA,150720,Pop,0.46,0.265,9,-11.786,0,0.0387,0.919,0.0,0.207,0.539,109.966
Low,SZA,181080,Pop,0.721,0.592,0,-7.218,0,0.0573,0.401,0.00407,0.129,0.257,145.005
Shirt,SZA,181830,Pop,0.824,0.453,3,-9.604,0,0.0968,0.146,0.0273,0.0896,0.552,119.959
Drive Who Crazy,D4M $loan,142344,Jersey Club,0.716,0.641,0,-11.379,1,0.399,0.216,0.0,0.553,0.689,144.696
Holy (Til You Let Me Go),Rina Sawayama,199002,Electropop,0.505,0.943,8,-5.312,1,0.0596,0.000701,0.0618,0.235,0.294,126.017
Your Age,Rina Sawayama,174387,Art Pop,0.516,0.773,1,-4.199,1,0.0573,0.000338,3.18E-06,0.648,0.508,172.162
Escapism.,"RAYE, 070 Shake",272373,Uk Contemporary R&B,0.538,0.742,2,-5.355,1,0.114,0.138,4.67E-05,0.0934,0.25,96.107
Bloody Mary,Lady Gaga,244760,Dance Pop,0.591,0.634,9,-6.365,0,0.0291,0.0107,1.95E-06,0.113,0.44,99.998
Waves (feat. 6LACK),"Normani, 6LACK",215670,Melodic Rap,0.578,0.588,0,-4.92,0,0.255,0.415,0.0,0.114,0.3,79.174
Redbone,Childish Gambino,326933,Alt Hip Hop,0.745,0.353,1,-10.614,1,0.0983,0.174,0.00662,0.118,0.598,160.111
Special Affair,The Internet,176186,Alternative R&B,0.795,0.409,9,-10.134,0,0.0859,0.183,0.00108,0.112,0.518,120.095
Broken Clocks,SZA,231253,Pop,0.692,0.684,6,-7.364,1,0.155,0.131,0.0,0.156,0.406,112.912
Don't Stop The Music,Rihanna,267080,Pop,0.834,0.669,6,-5.582,0,0.0637,0.0341,7.18E-05,0.0535,0.547,122.669
Only Girl (In The World),Rihanna,235493,Pop,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71E-05,0.0586,0.638,125.918
Sex With Me,Rihanna,206400,Pop,0.58,0.532,1,-5.668,0,0.0424,0.294,0.0,0.0949,0.391,112.051
Loveeeeeee Song,"Rihanna, Future",256320,Hip Hop,0.711,0.599,5,-7.597,0,0.0317,0.507,0.0,0.0971,0.502,119.983
Umbrella,"Rihanna, JAY-Z",275986,Hip Hop,0.585,0.828,1,-4.603,1,0.124,0.00906,0.0,0.0426,0.584,174.034
This Is What You Came For,"Calvin Harris, Rihanna",222160,Dance Pop,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962
Needed Me,Rihanna,191600,Hip Hop,0.697,0.315,5,-8.091,0,0.234,0.11,0.0,0.0825,0.298,110.872
Where Have You Been,Rihanna,242680,Pop,0.719,0.847,0,-6.34,0,0.0919,0.00201,0.0204,0.221,0.443,127.96
Hold The Girl,Rina Sawayama,245808,Art Pop,0.522,0.84,7,-3.617,1,0.0611,0.0328,0.0,0.123,0.169,127.026
This Hell,Rina Sawayama,236078,Art Pop,0.629,0.85,9,-3.709,0,0.0373,0.00461,4.52E-06,0.124,0.472,120.993
Hurricanes,Rina Sawayama,202856,Art Pop,0.456,0.942,10,-2.613,1,0.0822,0.000566,0.0,0.461,0.207,131.98
Imagining,Rina Sawayama,212545,Art Pop,0.642,0.934,9,-4.726,0,0.0821,0.0203,1.7E-05,0.138,0.463,131.043
BIBI Vengeance,BIBI,165135,Korean R&B,0.442,0.748,11,-4.718,0,0.0895,0.0272,0.000128,0.0642,0.408,99.981
Blade,BIBI,190568,Korean R&B,0.624,0.76,3,-3.583,1,0.0418,0.00471,0.00526,0.378,0.178,139.964
BIBI Vengeance,BIBI,165135,Korean R&B,0.442,0.748,11,-4.718,0,0.0895,0.0272,0.000128,0.0642,0.408,99.981
Hard to Love,BLACKPINK,162569,K-Pop,0.653,0.765,5,-5.026,1,0.0442,0.00532,0.0,0.181,0.461,104.993
Umm… Life,BIBI,131209,Korean R&B,0.809,0.427,11,-7.948,0,0.0355,0.681,0.0277,0.0979,0.127,104.032
BAD SAD AND MAD,BIBI,154988,Korean R&B,0.746,0.558,0,-7.47,0,0.088,0.545,0.00019,0.0904,0.638,90.013
PIRI the dog,BIBI,140826,Korean R&B,0.872,0.466,11,-7.113,1,0.0637,0.276,2.7E-05,0.126,0.348,138.039
Birthday Cake,BIBI,136841,Korean R&B,0.645,0.276,1,-9.343,0,0.0423,0.877,1.46E-05,0.0926,0.415,107.933
Hold The Girl,Rina Sawayama,245808,Art Pop,0.522,0.84,7,-3.617,1,0.0611,0.0328,0.0,0.123,0.169,127.026
All The Stars (with SZA),"Kendrick Lamar, SZA",232186,Rap,0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782
KURXXED DIAMONDS!,"Lumi Athena, Xxanteria, cade clair, Ripmos",97001,Sigilkore,0.349,0.566,1,-9.407,1,0.106,0.000254,7.21E-05,0.339,0.307,183.206
Blexxed Emeraldz freestyle,iluvern!,158538,Sigilkore,0.179,0.584,6,-10.532,0,0.166,0.000315,0.0121,0.431,0.221,205.713
We Out Here (Bonus Track),Rina Sawayama,177041,Art Pop,0.577,0.926,10,-1.673,0,0.337,0.0594,0.0,0.0187,0.711,102.872
Who's Gonna Save U Now?,Rina Sawayama,201674,Art Pop,0.452,0.969,7,-1.442,0,0.107,0.0141,1.38E-05,0.423,0.321,113.887
Bad Friend,Rina Sawayama,208128,Art Pop,0.549,0.72,8,-4.426,1,0.0502,0.215,3E-06,0.327,0.454,94.92
Dynasty,Rina Sawayama,188399,Art Pop,0.249,0.891,7,-1.08,1,0.059,0.102,0.0,0.125,0.199,84.098
Sleeping in Waking,Rina Sawayama,233887,Art Pop,0.477,0.661,11,-8.099,0,0.0446,0.143,0.000155,0.0489,0.415,115.016
Beg for You (feat. Rina Sawayama),"Charli xcx, Rina Sawayama",168053,Art Pop,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97E-06,0.115,0.466,128.036
Tokyo Love Hotel,Rina Sawayama,267369,Art Pop,0.499,0.952,1,-2.388,0,0.257,0.0165,0.000198,0.339,0.391,101.955
Dance In The Dark - Spotify Singles,Rina Sawayama,225366,Art Pop,0.445,0.79,5,-2.163,1,0.0402,0.232,5.05E-06,0.331,0.261,122.911
Generation,tripleS,164186,K-Pop,0.644,0.938,4,-2.206,0,0.0496,0.0459,0.0,0.777,0.919,119.977
Flicker,Rina Sawayama,180270,Art Pop,0.613,0.918,10,-4.094,0,0.0628,0.334,0.0,0.188,0.731,138.99
This Hell,Rina Sawayama,236078,Art Pop,0.628,0.85,9,-3.709,0,0.0373,0.0047,4.81E-06,0.124,0.472,120.995
10-20-40,Rina Sawayama,195472,Art Pop,0.573,0.901,5,-4.084,0,0.0334,0.0458,0.0,0.168,0.673,98.011
Swimming Pools (Drank),Kendrick Lamar,247800,Rap,0.693,0.445,8,-5.892,1,0.257,0.00625,0.000234,0.0899,0.199,74.044
Sculptures Of Anything Goes,Arctic Monkeys,239151,Garage Rock,0.591,0.309,4,-11.087,0,0.0287,0.704,0.0122,0.102,0.257,71.573
KICK BACK,Kenshi Yonezu,193495,J-Pop,0.577,0.941,1,-5.17,1,0.105,0.00207,3.36E-06,0.0891,0.292,101.921
My Emotions Are Blinding,Tennis,221800,Indie Surf,0.732,0.856,0,-4.293,0,0.035,0.0216,0.0,0.106,0.712,95.011
No Celestial,LE SSERAFIM,166491,K-Pop,0.618,0.801,7,-2.905,1,0.0825,0.0168,0.0,0.131,0.699,138.028
Impurities,LE SSERAFIM,196365,K-Pop,0.715,0.757,9,-4.746,0,0.0373,0.231,0.0,0.0656,0.464,90.065
ANTIFRAGILE,LE SSERAFIM,184444,K-Pop,0.882,0.797,10,-3.299,0,0.0819,0.0821,0.0,0.113,0.824,105.025
Change,(G)I-DLE,204040,K-Pop,0.735,0.842,2,-4.124,1,0.0484,0.156,0.0,0.15,0.313,109.997
Nxde,(G)I-DLE,178453,K-Pop,0.726,0.91,4,-1.948,0,0.179,0.0413,7.81E-06,0.479,0.648,135.966
Shut Down,BLACKPINK,175889,K-Pop,0.814,0.704,0,-5.146,1,0.036,0.00291,0.0,0.182,0.621,110.056
28 Reasons,SEULGI,189413,K-Pop,0.766,0.651,5,-3.546,0,0.0952,0.211,2.51E-06,0.144,0.488,121.995
Anywhere But Home,SEULGI,201093,K-Pop,0.698,0.798,11,-2.583,1,0.0825,0.345,1.47E-06,0.377,0.528,117.051
Frankenstein,Rina Sawayama,192072,Art Pop,0.51,0.833,8,-4.095,1,0.0984,0.000531,0.0,0.122,0.51,176.846
Secret Door,Arctic Monkeys,223066,Garage Rock,0.323,0.806,7,-6.554,0,0.0769,0.0314,1.11E-05,0.181,0.548,124.615
