track_name,artist_names,track_duration,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
未熟DREAMER,Aqours,351386,Anime Cv,0.521,0.654,5,-4.095,1,0.0324,0.0271,7.03E-05,0.625,0.324,80.0
Cutie Panther,BiBi,270240,Anime Cv,0.564,0.933,10,-3.484,0,0.0547,0.0545,0.0,0.332,0.43,170.002
Trouble Busters,BiBi,287853,Anime Cv,0.62,0.959,9,-3.439,1,0.0926,0.00903,6.31E-05,0.242,0.702,157.027
るてしキスキしてる,μ's,332186,Anime Cv,0.619,0.953,0,-3.714,1,0.036,0.237,4.41E-05,0.0545,0.611,128.017
You Look So Good,Moe Shop,204565,Kawaii Future Bass,0.666,0.729,11,-9.28,0,0.109,0.000262,0.000173,0.347,0.256,115.021
Burning Up (Fire),BTS,203351,K-Pop,0.627,0.706,10,-3.201,0,0.0597,0.00227,0.0,0.122,0.536,99.93
Sukidakara,UMI,159666,Bedroom Soul,0.744,0.475,2,-9.449,0,0.0283,0.342,0.00345,0.107,0.22,86.992
Bom,BOL 4.00,217044,K-Pop,0.595,0.631,7,-3.533,1,0.0657,0.539,0.0,0.0786,0.533,195.991
Love Affair,UMI,190960,Bedroom Soul,0.613,0.488,8,-7.372,1,0.0959,0.129,2.13E-05,0.335,0.183,172.067
I Fall in Love Too Easliy,Caleb Belkin,139691,Lo-Fi Beats,0.662,0.349,5,-14.022,0,0.214,0.637,0.00213,0.124,0.234,141.951
Grape Soda,Rook1e,103549,Lo-Fi Beats,0.54,0.48,4,-8.728,1,0.0554,0.334,0.00166,0.177,0.68,66.918
SLOW DANCING IN THE DARK,Joji,209273,Viral Pop,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964
告白日和、です!,"南ことり(CV.内田 彩), 小泉花陽(CV.久保ユリカ)",218080,Anime Cv,0.431,0.944,8,-2.403,0,0.0744,0.0017,1.18E-05,0.135,0.666,172.075
ぶる〜べりぃ♡とれいん,南ことり(CV.内田 彩),229240,Anime Cv,0.496,0.933,5,-2.89,1,0.0429,0.0169,0.00274,0.286,0.871,171.99
スピカテリブル,南ことり (CV.内田 彩) from μ's,256665,Anime Cv,0.44,0.959,11,-3.431,1,0.0425,0.00447,0.000379,0.0937,0.531,164.953
Mermaid festa - vol.2 〜Passionate〜 HONOKA Mix,高坂穂乃果 (CV.新田恵海) from μ's,326493,Anime Cv,0.46,0.954,0,-2.893,1,0.0764,0.105,0.0,0.0873,0.463,151.071
"Hello,星を数えて","星空 凛(CV.飯田里穂), 西木野真姫(CV.Pile), 小泉花陽(CV.久保ユリカ)",277946,Anime Cv,0.653,0.921,6,-4.578,1,0.0688,0.096,0.0,0.284,0.735,114.974
soldier game,"西木野真姫(CV.Pile), 園田海未(CV.三森すずこ), 絢瀬絵里(CV.南條愛乃)",222040,Anime Cv,0.584,0.957,4,-2.074,0,0.082,0.039,3.83E-06,0.0404,0.718,132.003
Egyptian Pools,Jinsang,130677,Lo-Fi Beats,0.665,0.597,5,-9.669,0,0.274,0.845,0.919,0.11,0.81,78.681
American Boy,"Estelle, Kanye West",284733,Rap,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932
もぎゅっと“love”で接近中!,μ's,343933,Anime Cv,0.585,0.986,3,-2.071,1,0.0782,0.00295,0.00111,0.173,0.615,139.054
"Oh,Love&Peace!",μ's,301493,Anime Cv,0.534,0.875,2,-1.372,1,0.0384,0.0229,4.18E-06,0.283,0.319,135.02
Long Espresso,"o k h o, Saito",95142,Lo-Fi Beats,0.713,0.303,11,-12.477,1,0.11,0.779,0.00336,0.465,0.812,76.022
Fantasy,khai dreams,170666,Lo-Fi Beats,0.35,0.43,7,-13.14,1,0.131,0.715,0.0,0.299,0.203,169.908
IDOL,BTS,222732,K-Pop,0.734,0.855,9,-3.211,1,0.118,0.00481,0.0,0.123,0.422,126.035
First Light - 2018 Remaster,Makoto Matsushita,273220,Classic City Pop,0.68,0.8,1,-6.942,1,0.0377,0.196,0.00207,0.4,0.645,128.999
Pinkvibes,Suchmos,288093,J-Pop,0.473,0.748,5,-5.383,0,0.0394,0.402,1.96E-06,0.101,0.614,115.017
Misty Night Cruising,S. Kiyotaka & Omega Tribe,267893,Classic City Pop,0.587,0.977,10,-3.589,1,0.0711,0.0353,4.77E-06,0.536,0.519,146.518
we fell in love in october,girl in red,184153,Pov: Indie,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.959
RIVER'S ISLAND,S. Kiyotaka & Omega Tribe,278160,Classic City Pop,0.717,0.893,9,-5.218,0,0.0396,0.141,0.000613,0.359,0.68,107.819
Plastic Love,Friday Night Plans,275891,City Pop,0.833,0.618,0,-8.932,1,0.0564,0.64,0.00203,0.0969,0.863,103.507
Mayonaka no Door / Stay With Me,Miki Matsubara,312293,Classic City Pop,0.658,0.747,5,-6.615,1,0.0431,0.176,8.49E-06,0.0789,0.792,108.259
Shangri-La Shower,μ's,311746,Anime Cv,0.606,0.927,0,-2.384,1,0.0676,0.386,0.0,0.328,0.709,133.106
夏、終わらないで。,BiBi,244826,Anime Cv,0.62,0.888,8,-5.179,1,0.0399,0.571,0.0,0.0775,0.539,140.021
だってだって噫無情,μ's,336893,Anime Cv,0.421,0.93,6,-3.524,0,0.0615,0.126,9.61E-06,0.367,0.491,167.913
LOVELESS WORLD,μ's,316040,Anime Cv,0.307,0.918,8,-3.365,1,0.118,0.0405,0.0,0.0677,0.331,157.217
知らないLove*教えてLove,lily white,240760,Anime Cv,0.64,0.963,4,-1.249,0,0.0819,0.41,6.3E-05,0.178,0.765,143.091
Angelic Angel,μ's,299600,Anime Cv,0.553,0.811,1,-4.481,1,0.046,0.289,0.0,0.363,0.736,160.169
Mermaid festa vol.1,μ's,239560,Anime Cv,0.542,0.98,4,-0.577,0,0.182,0.105,2.87E-05,0.0476,0.595,126.97
孤独なHeaven,小泉花陽(CV.久保ユリカ),278960,Anime Cv,0.518,0.953,7,-3.188,1,0.0511,0.00259,0.000554,0.366,0.592,144.033
Doctor,Jack Stauber's Micropop,34586,"Weirdcore, Pov: Indie",0.772,0.615,10,-8.392,0,0.105,0.896,3.18E-05,0.263,0.963,134.165
Space Jam,Jarren Blair,257590,Chill Rap,0.463,0.582,5,-7.768,0,0.0357,0.702,4.91E-05,0.306,0.289,150.0
BOOM,NCT DREAM,195080,K-Pop,0.914,0.516,5,-4.178,0,0.0918,0.131,0.0,0.0441,0.702,119.969
Feel Special,TWICE,206868,K-Pop,0.709,0.959,1,-1.339,1,0.0603,0.0296,0.00188,0.107,0.644,128.983
Rubbin off the Paint,YBN Nahmir,159915,Rap,0.734,0.751,1,-7.26,1,0.285,0.00529,0.0,0.183,0.56,161.997
Bola Rebola,"Tropkillaz, J Balvin, Anitta, ZAAC",193440,Funk Rj,0.834,0.777,5,-4.538,0,0.0593,0.22,0.00609,0.335,0.865,129.984
B.O.M.D.,"Clairo, Danny L Harle",159942,Bedroom Pop,0.496,0.476,2,-8.123,1,0.072,0.509,3.42E-06,0.127,0.489,95.894
MEGATRON,Nicki Minaj,190746,Rap,0.893,0.641,1,-3.051,1,0.272,0.128,8.06E-05,0.086,0.771,94.017
Heaven,Clairo,233871,Pov: Indie,0.733,0.262,0,-13.766,1,0.028,0.224,4.79E-06,0.105,0.444,135.497
[oops],potsu,142182,Lo-Fi Beats,0.843,0.256,7,-13.565,0,0.0752,0.538,0.114,0.133,0.655,68.997
10/10,Rex Orange County,146102,Bedroom Pop,0.487,0.909,10,-4.091,1,0.102,0.301,2.9E-05,0.0803,0.293,187.783
Chocolate,DAY6,196262,K-Pop,0.716,0.832,11,-4.233,1,0.0905,0.223,0.0,0.327,0.902,115.079
Softly,Clairo,185306,Pov: Indie,0.759,0.436,0,-11.233,0,0.0419,0.33,0.0113,0.102,0.782,94.03
I Don’t Think I Can Do This Again (with Clairo),"Mura Masa, Clairo",221986,Indie Soul,0.58,0.434,8,-10.708,1,0.0479,0.00738,0.000129,0.105,0.536,139.082
Breeze,The Deli,132000,Lo-Fi Beats,0.683,0.154,10,-12.336,1,0.18,0.368,0.848,0.372,0.616,83.217
Flaming Hot Cheetos,Clairo,123884,Bedroom Pop,0.817,0.551,7,-9.33,0,0.133,0.865,0.000151,0.101,0.142,109.966
Pretty Girl,Clairo,178352,Bedroom Pop,0.93,0.611,0,-4.406,1,0.0415,0.593,0.00124,0.0592,0.695,112.127
Sis,Clairo,136280,Bedroom Pop,0.511,0.512,4,-9.091,1,0.0331,0.545,0.93,0.116,0.159,120.159
Bags,Clairo,260519,Bedroom Pop,0.742,0.546,1,-7.694,1,0.0315,0.172,0.38,0.115,0.868,104.996
Bubble Gum,Clairo,175960,Bedroom Pop,0.509,0.0167,9,-24.639,1,0.115,0.979,2.72E-05,0.387,0.229,207.97
White Flag,Clairo,181253,Bedroom Pop,0.375,0.473,0,-10.053,1,0.0533,0.644,0.0302,0.119,0.0613,100.25
Throwaway (with Clairo),"SG Lewis, Clairo",180000,Electropop,0.789,0.49,2,-6.588,1,0.0392,0.784,0.000598,0.112,0.869,140.034
Snowfall,Idealism,176500,Lo-Fi Beats,0.511,0.325,0,-14.527,1,0.0746,0.728,0.391,0.0974,0.471,83.122
High School Sweethearts,Melanie Martinez,311081,Electropop,0.648,0.639,10,-6.415,0,0.123,0.453,0.0,0.283,0.44,94.033
The Principal,Melanie Martinez,176844,Electropop,0.664,0.724,10,-5.005,1,0.04,0.441,0.0,0.174,0.641,98.02
비누,BIBI,182200,Korean R&B,0.842,0.522,4,-5.815,0,0.0329,0.719,0.0,0.191,0.641,119.043
Flourishing,CHUNG HA,195496,K-Pop,0.627,0.746,6,-4.424,0,0.0487,0.394,1.72E-06,0.0867,0.509,140.093
LP,Red Velvet,207836,K-Pop,0.674,0.832,5,-5.2,1,0.0894,0.0714,0.0,0.714,0.761,159.995
April Fools (0401),JAMIE,198312,K-Pop,0.689,0.732,6,-2.93,0,0.0487,0.525,0.0,0.1,0.546,96.977
Why So Lonely,Wonder Girls,206706,K-Pop,0.634,0.726,7,-5.086,1,0.133,0.111,0.0,0.111,0.809,155.161
Her Fine Weather,HEIZE,151009,Korean R&B,0.659,0.644,6,-5.415,1,0.0459,0.137,0.0,0.0745,0.588,105.059
Focus On Me,Jus2,216458,K-Pop,0.797,0.767,0,-3.286,0,0.151,0.0974,1.32E-05,0.101,0.536,98.988
Caffeine,Eyedi,195973,Korean R&B,0.724,0.711,11,-4.372,0,0.0687,0.0295,6.44E-06,0.194,0.533,109.95
Chica,CHUNG HA,192484,K-Pop,0.556,0.842,1,-3.019,0,0.173,0.173,0.0,0.31,0.657,95.037
나비,BIBI,193429,Korean R&B,0.535,0.786,8,-4.193,0,0.112,0.735,2.49E-06,0.0739,0.777,184.005
VIBE,1TEAM,191900,K-Pop,0.827,0.776,7,-4.228,1,0.0696,0.0253,8.45E-06,0.0228,0.699,131.019
Lip & Hip,HyunA,209746,K-Pop,0.742,0.847,11,-2.763,0,0.0485,0.00117,8.49E-06,0.142,0.516,112.95
LALALAY 날라리,SUNMI,174880,K-Pop,0.699,0.806,11,-4.818,0,0.0494,0.00133,0.0,0.0579,0.615,110.014
Amore,Peachy!,116785,Lo-Fi Beats,0.657,0.412,10,-14.555,0,0.474,0.888,0.68,0.104,0.791,77.952
Amsterdam,Peachy!,105230,Lo-Fi Beats,0.732,0.283,11,-7.462,1,0.24,0.979,9.83E-05,0.109,0.477,130.03
"sincerely, yours",Nohidea,139684,Lo-Fi Beats,0.605,0.396,5,-11.301,0,0.0509,0.8,0.872,0.141,0.622,80.957
"Dance, Baby!",boy pablo,198000,Pov: Indie,0.602,0.601,9,-8.521,1,0.0411,0.037,0.0046,0.312,0.856,122.017
Summer Breeze,Seals and Crofts,205480,Classic Rock,0.49,0.581,5,-6.566,1,0.0387,0.553,0.0177,0.0764,0.318,88.719
1999 WILDFIRE,BROCKHAMPTON,251250,Rap,0.811,0.57,5,-8.093,1,0.129,0.253,0.0,0.148,0.814,128.066
Hello Tutorial,"Zion.T, SEULGI",202342,Korean R&B,0.739,0.349,0,-7.477,1,0.0604,0.675,0.0,0.326,0.496,98.049
RUN,Lee Jin Ah,226839,Korean R&B,0.764,0.685,4,-6.71,0,0.069,0.187,6.74E-05,0.0739,0.613,136.95
Summertime In Paris,"Jaden, WILLOW",270960,Rap,0.569,0.86,9,-4.116,1,0.043,0.135,0.0,0.153,0.289,90.937
9,"WILLOW, SZA",253800,Rap,0.597,0.495,8,-8.674,1,0.201,0.215,0.000163,0.104,0.171,76.991
A Reason,WILLOW,255780,Afrofuturism,0.512,0.417,5,-6.166,1,0.101,0.615,0.0,0.244,0.436,88.793
Rose Golden,"Kid Cudi, WILLOW",277813,Rap,0.594,0.762,9,-7.951,0,0.09,0.426,0.0,0.085,0.588,139.934
Star,"WILLOW, Jabs",216893,Afrofuturism,0.624,0.74,10,-5.896,0,0.0531,0.0454,0.000544,0.428,0.293,99.99
Boy,WILLOW,181233,Afrofuturism,0.597,0.489,2,-7.225,1,0.0277,0.566,0.0,0.54,0.553,110.057
Israel,WILLOW,215927,Afrofuturism,0.345,0.353,11,-6.981,0,0.0317,0.713,2.07E-05,0.175,0.0785,99.335
November,"Tyler, The Creator",225346,Rap,0.547,0.759,1,-7.039,0,0.413,0.354,2.15E-05,0.676,0.575,91.85
Adios,EVERGLOW,189146,K-Pop,0.633,0.706,10,-5.137,0,0.0627,0.000587,0.0795,0.245,0.399,128.187
BIM BAM BUM,Rocket Punch,196306,K-Pop,0.706,0.885,6,-3.051,0,0.0438,0.0634,7.18E-06,0.27,0.787,102.019
Aloha (feat. GUN40),"10k.Caash, GUN40",87706,Viral Rap,0.864,0.223,1,-13.705,1,0.747,0.412,0.0,0.154,0.635,129.827
Apricot Princess,Rex Orange County,238480,Bedroom Pop,0.399,0.468,2,-8.646,1,0.0336,0.244,0.000168,0.103,0.249,111.884
Don’t,"Loco, HWASA",231654,Korean R&B,0.85,0.488,1,-7.052,1,0.0689,0.552,0.0,0.127,0.531,92.023
Losing You,boy pablo,186681,Pov: Indie,0.597,0.771,5,-10.717,1,0.0393,0.0112,4.8E-06,0.0987,0.811,104.009
C U Girl,Steve Lacy,129697,Afrofuturism,0.414,0.473,11,-8.911,0,0.116,0.663,0.0523,0.128,0.409,100.0
The End of the World,Skeeter Davis,157573,Nashville Sound,0.232,0.216,10,-10.674,1,0.0314,0.936,4.93E-06,0.246,0.432,94.268
Dreaming,Mac DeMarco,147324,Lo-Fi Indie,0.456,0.571,11,-8.384,1,0.0598,0.00854,0.0864,0.138,0.14,163.452
Monks,Frank Ocean,200240,Neo Soul,0.747,0.758,0,-4.743,0,0.179,0.0521,0.0,0.214,0.601,102.02
Summer Time High Time,"Cuco, Kwe$t",208067,Dream Pop,0.528,0.671,2,-3.945,1,0.0355,0.0435,1.74E-05,0.125,0.581,112.934
PRIDE.,Kendrick Lamar,275253,Rap,0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68E-05,0.154,0.37,138.842
CR-V,Cuco,147692,Dream Pop,0.825,0.753,10,-8.228,0,0.0447,0.422,4.16E-06,0.0385,0.904,130.006
Freaking Out the Neighborhood,Mac DeMarco,173888,Lo-Fi Indie,0.565,0.832,8,-5.751,0,0.108,0.0639,0.0291,0.386,0.847,143.302
Lover Boy,Phum Viphurit,236727,Bedroom Pop,0.798,0.556,11,-8.597,1,0.0303,0.527,0.000353,0.0959,0.627,109.994
Greek God,Conan Gray,236746,Pov: Indie,0.572,0.82,6,-6.4,0,0.0764,0.157,7.21E-06,0.109,0.144,139.003
Thief,Ansel Elgort,220680,Teen Pop,0.592,0.741,1,-3.792,0,0.0842,0.0251,0.0,0.111,0.379,180.038
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)","Kali Uchis, Tyler, The Creator, Bootsy Collins",207454,Rap,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64
EARFQUAKE,"Tyler, The Creator",190066,Rap,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98E-06,0.795,0.413,79.635
I DON'T LOVE YOU ANYMORE,"Tyler, The Creator",161200,Rap,0.638,0.522,8,-9.814,1,0.0932,0.352,0.0663,0.165,0.584,142.952
Drown,"Cuco, Clairo",234055,Dream Pop,0.674,0.615,0,-8.188,1,0.147,0.455,0.00091,0.208,0.756,85.048
Hijo de Su Madre,Omar Apollo,178009,Bedroom Pop,0.829,0.606,5,-7.093,1,0.149,0.0646,0.391,0.281,0.732,118.051
White,"Frank Ocean, John Mayer",76280,Neo Mellow,0.608,0.0664,1,-18.857,1,0.0596,0.758,0.945,0.0978,0.294,139.232
Planet Shrooms,Woodie Smalls,204400,Belgian Hip Hop,0.529,0.788,4,-7.205,0,0.39,0.301,0.0,0.417,0.408,111.772
Ladders,Mac Miller,287040,Rap,0.802,0.463,8,-8.379,1,0.162,0.236,0.00531,0.105,0.291,103.961
bitches broken hearts,Billie Eilish,176471,Pop,0.778,0.422,0,-10.114,1,0.0482,0.921,0.00924,0.0958,0.187,120.033
VACAY,RAVI,190066,K-Pop,0.653,0.885,7,-3.467,1,0.234,0.286,0.0,0.469,0.757,170.113
Checkmate,Conan Gray,148293,Pov: Indie,0.522,0.716,1,-4.146,1,0.279,0.0611,7.54E-06,0.145,0.757,149.929
High School,UMI,133666,Bedroom Soul,0.837,0.601,10,-5.674,1,0.0729,0.105,1.15E-05,0.102,0.956,121.985
"2SEATER (feat. Aaron Shaw, Samantha Nelson & Austin Feinstein)","Tyler, The Creator, Aaron Shaw, Samantha Nelson, Austin Feinstein",409779,Rap,0.352,0.693,10,-7.412,0,0.361,0.334,6.21E-05,0.611,0.348,88.855
Midsummer Madness,"88rising, Joji, Rich Brian",280841,Viral Pop,0.409,0.678,9,-7.731,1,0.0878,0.359,4.76E-06,0.167,0.168,89.968
Cloud,"Rad Museum, Colde, punchnello, Miso",306613,Korean Electropop,0.449,0.469,8,-10.164,1,0.096,0.66,9.26E-05,0.391,0.0598,77.566
i swear i'll never leave again,keshi,173716,Chill R&B,0.569,0.319,8,-12.85,1,0.0277,0.853,0.000151,0.128,0.32,79.997
Vintage,NIKI,177320,Indonesian R&B,0.771,0.816,2,-7.104,1,0.0581,0.0114,0.000963,0.339,0.438,104.958
Falling for U,"Peachy!, mxmtoon",124000,Bedroom Pop,0.516,0.358,8,-12.018,0,0.424,0.743,1.3E-06,0.0813,0.397,79.509
summer,keshi,165213,Chill R&B,0.717,0.453,8,-9.394,1,0.0532,0.144,0.0,0.12,0.483,85.005
Interstellar,Kuzu Mellow,119745,Sad Lo-Fi,0.604,0.417,5,-11.084,1,0.328,0.948,0.00315,0.105,0.632,73.341
BEEP BEEP,RUANN,210826,Japanese Dance Pop,0.671,0.752,1,-4.049,0,0.0615,0.0281,0.0,0.101,0.635,130.02
Sunshine,"Hoody, Crush",195943,Korean R&B,0.684,0.742,11,-4.598,0,0.116,0.581,1.06E-05,0.184,0.861,80.246
ICY,ITZY,191142,K-Pop,0.801,0.904,2,-2.819,1,0.0834,0.0324,3.1E-05,0.182,0.814,124.979
Sweater Weather,The Neighbourhood,240400,Modern Rock,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053
Buttercup,Jack Stauber,208026,Pittsburgh Indie,0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046
Koi Boy,Jack Stauber,151690,Pittsburgh Indie,0.704,0.203,9,-12.101,0,0.0394,0.828,0.304,0.112,0.156,78.255
Wait a Minute!,WILLOW,196520,Afrofuturism,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94E-05,0.0943,0.672,101.003
Cherry,Lana Del Rey,180902,Pop,0.449,0.534,8,-9.493,0,0.0494,0.048,0.0011,0.384,0.342,94.261
FINGERTIP,GFRIEND,210102,K-Pop,0.705,0.967,7,-1.609,0,0.0692,0.0632,0.0,0.15,0.806,122.0
Womp Womp,"Valee, Jeremih",226533,Chicago Rap,0.877,0.558,1,-4.896,1,0.342,0.066,0.0,0.0745,0.493,157.027
The Story of the Paper Boy,Powfu,196800,"Sad Lo-Fi, Sad Rap",0.83,0.457,0,-11.382,1,0.0998,0.662,3.53E-05,0.291,0.203,100.024
Dream Girl,Crisaunt,179375,Bedroom Pop,0.939,0.234,4,-17.854,1,0.0391,0.38,0.418,0.122,0.581,118.643
Breakfast With the Moon,Powfu,163108,Sad Lo-Fi,0.697,0.354,5,-15.064,1,0.206,0.892,2.48E-06,0.0539,0.575,78.007
Hocus Pocus,BVNDIT,207966,K-Pop,0.719,0.885,6,-1.905,1,0.0629,0.0729,0.0,0.107,0.791,105.99
In my room,Moon Byul,177532,K-Pop,0.678,0.525,9,-5.041,0,0.0767,0.389,0.0,0.14,0.711,81.982
Confident,"Justin Bieber, Chance the Rapper",248133,Rap,0.739,0.563,5,-5.467,0,0.108,0.112,0.0,0.191,0.875,134.105
yes girl,Bea Miller,231390,Pop,0.549,0.729,5,-4.997,0,0.0318,0.0618,0.0,0.193,0.241,98.933
Get It,PRISTIN V,207040,K-Pop,0.463,0.883,7,-3.245,1,0.224,0.212,0.0,0.213,0.439,99.021
SEE SEA,HYOLYN,200125,K-Pop,0.648,0.819,10,-2.976,0,0.0345,0.0754,0.0,0.0837,0.575,117.997
Black Pearl,SUNMI,199320,K-Pop,0.709,0.646,8,-6.596,0,0.052,0.16,0.000176,0.0779,0.716,100.031
Orange Trees,MARINA,187992,Pov: Indie,0.731,0.66,8,-6.892,0,0.0519,0.256,5.9E-06,0.12,0.547,100.988
Snapping,CHUNG HA,213164,K-Pop,0.751,0.726,8,-3.499,0,0.038,0.0706,3.42E-06,0.278,0.581,104.914
Love Me For The Weekend (with Ashe),"Party Pupils, MAX, Ashe",226956,Teen Pop,0.662,0.711,5,-5.171,0,0.226,0.0495,0.0,0.0691,0.557,114.914
Down in Vieux Cannes,Vira Talisa,192431,Indonesian Jazz,0.551,0.721,11,-6.76,0,0.0376,0.517,0.616,0.345,0.625,92.4
Everybody Talks (Glee Cast Version),Glee Cast,179280,Glee Club,0.495,0.891,4,-4.266,1,0.0383,0.000186,0.0,0.475,0.735,155.075
All Night (BTS World Original Soundtrack) [Pt. 3],"BTS, Juice WRLD",216873,K-Pop,0.725,0.706,5,-4.766,1,0.121,0.193,0.0,0.109,0.667,120.042
Straw,EZ Kim,225024,K-Pop,0.56,0.571,5,-7.286,1,0.0372,0.365,1.81E-06,0.131,0.318,77.012
Honestly,Eric Nam,206848,K-Pop,0.75,0.799,0,-2.788,0,0.0697,0.0706,0.0,0.377,0.462,110.991
MIROH,Stray Kids,207617,K-Pop,0.563,0.979,9,-3.104,1,0.104,0.00911,0.0,0.249,0.503,126.063
Maybe It’s Not Our Fault,Yerin Baek,233003,K-Pop,0.311,0.604,5,-6.517,1,0.076,0.764,9.11E-05,0.168,0.626,192.08
A Brand New Day (BTS World Original Soundtrack) [Pt. 2],"BTS, Zara Larsson",205019,K-Pop,0.804,0.498,8,-7.387,0,0.0571,0.339,0.000236,0.18,0.704,105.008
BIRTHDAY,JEON SOMI,185796,K-Pop,0.687,0.843,7,-4.242,1,0.109,0.0163,9.96E-06,0.0372,0.597,180.055
Breakthrough,TWICE,217650,K-Pop,0.868,0.728,6,-3.338,0,0.11,0.0439,0.0,0.0975,0.616,112.006
Very Very Very,I.O.I,192584,K-Pop,0.54,0.897,1,-0.683,0,0.0546,0.0687,0.0,0.841,0.729,172.117
Crush,I.O.I,212653,K-Pop,0.631,0.963,6,-2.57,0,0.0873,0.0639,0.0,0.366,0.505,129.012
Dream Glow (BTS World Original Soundtrack) - Pt. 1,"BTS, Charli xcx",187457,K-Pop,0.735,0.74,0,-3.837,0,0.0519,0.0967,0.0,0.101,0.541,141.948
Slipping Through My Fingers,ABBA,233720,Europop,0.475,0.26,5,-15.997,1,0.0322,0.796,0.0016,0.109,0.339,137.212
Dancing Queen,ABBA,230693,Europop,0.539,0.884,9,-6.53,1,0.0403,0.382,0.00166,0.76,0.752,100.812
Mr.,KARA,193854,K-Pop,0.781,0.99,4,-1.909,0,0.0703,0.0506,0.000562,0.234,0.787,126.049
ME,CLC,193253,K-Pop,0.752,0.804,11,-3.512,0,0.0656,0.022,1.76E-05,0.0865,0.795,146.943
FUN!,fromis_9,183413,K-Pop,0.693,0.93,8,-2.001,1,0.0735,0.0363,0.0,0.0643,0.799,123.986
Call Me,リアムMAZE1981,204512,Classic City Pop,0.621,0.807,11,-7.787,1,0.105,0.448,0.00266,0.29,0.808,117.608
Kickstart My Heart,リアムMAZE1981,147356,Classic City Pop,0.581,0.882,8,-8.269,1,0.386,0.0116,0.288,0.302,0.446,134.932
Roman Holiday,Nicki Minaj,245693,Rap,0.803,0.743,1,-6.178,1,0.0857,0.0307,5.84E-05,0.164,0.425,128.071
My Love,リアムMAZE1981,272463,Classic City Pop,0.511,0.93,3,-0.838,1,0.312,0.202,4.22E-05,0.195,0.695,130.702
Take Me,リアムMAZE1981,336352,Classic City Pop,0.765,0.828,11,-9.061,0,0.075,0.0626,0.00197,0.293,0.96,141.675
If You Really Want Me,リアムMAZE1981,226070,Classic City Pop,0.603,0.902,6,-6.258,1,0.102,0.023,0.000616,0.184,0.935,127.059
Dance With Me Baby,リアムMAZE1981,241371,Classic City Pop,0.521,0.936,2,-6.571,1,0.143,0.0795,0.00265,0.0532,0.631,136.192
Lady Sunshine,リアムMAZE1981,207250,Classic City Pop,0.621,0.904,5,-6.107,0,0.122,0.0439,0.00392,0.187,0.75,133.463
Flying,リアムMAZE1981,263134,Classic City Pop,0.786,0.773,6,-5.921,0,0.0447,0.0276,0.0185,0.0638,0.769,124.78
Magic Waves,リアムMAZE1981,273659,Classic City Pop,0.63,0.917,10,-5.054,0,0.363,0.119,9.47E-05,0.233,0.654,123.976
Hideout,リアムMAZE1981,522762,Classic City Pop,0.84,0.402,1,-9.129,1,0.0497,0.0429,0.421,0.063,0.666,126.489
Seaside Nights,リアムMAZE1981,43598,Classic City Pop,0.524,0.786,11,-6.278,0,0.383,0.279,0.868,0.226,0.657,130.362
Get You Home,リアムMAZE1981,129959,Classic City Pop,0.702,0.539,0,-8.372,1,0.0408,0.269,0.0,0.0739,0.796,92.984
Kickstart My Heart,リアムMAZE1981,147356,Classic City Pop,0.581,0.882,8,-8.269,1,0.386,0.0116,0.288,0.302,0.446,134.932
Magic!,リアムMAZE1981,275946,Classic City Pop,0.459,0.898,1,-4.778,0,0.149,0.116,4.62E-06,0.128,0.727,94.672
Purity,リアムMAZE1981,196469,Classic City Pop,0.625,0.808,8,-8.19,0,0.0549,0.58,0.022,0.14,0.778,111.11
Kiss,リアムMAZE1981,247567,Classic City Pop,0.74,0.776,4,-5.82,0,0.154,0.251,0.01,0.202,0.636,102.232
Plastic Love,リアムMAZE1981,346827,Classic City Pop,0.537,0.876,10,-5.621,0,0.0843,0.125,0.00675,0.29,0.842,122.722
Hot Issue,4Minute,208773,K-Pop,0.854,0.833,1,-2.787,1,0.043,0.00136,0.0703,0.0466,0.364,128.008
My Melody,LOONA,182920,K-Pop,0.665,0.869,8,-3.336,1,0.0423,0.197,0.0,0.171,0.683,97.96
Into the New Heart (Guitar by JungMo),LOOΠΔ 1/3,67437,K-Pop,0.528,0.927,0,-7.635,0,0.0927,9.54E-05,0.0954,0.499,0.142,109.018
Love & Live,LOOΠΔ 1/3,206868,K-Pop,0.743,0.758,7,-4.177,1,0.0521,0.132,0.0,0.116,0.654,109.988
Fairy Tale,LOOΠΔ 1/3,187442,K-Pop,0.441,0.284,5,-8.336,1,0.0362,0.949,0.0,0.0978,0.171,140.206
Valentine Girl,LOOΠΔ 1/3,190722,K-Pop,0.72,0.599,6,-4.162,1,0.0336,0.065,0.0,0.0522,0.749,154.957
